Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
746.59,0.1,0.016109,62.078,36.18,42.388,160.84,42.172,50.503,411,1.1462,33.15,0.052411,vapor
751.59,0.1,0.016002,62.494,36.391,42.641,161.17,42.266,50.596,412.3,1.125,33.32,0.052791,vapor
756.59,0.1,0.015896,62.91,36.603,42.894,161.51,42.358,50.688,413.6,1.1043,33.49,0.053171,vapor
761.59,0.1,0.015791,63.326,36.815,43.148,161.84,42.45,50.78,414.89,1.084,33.66,0.05355,vapor
766.59,0.1,0.015688,63.742,37.028,43.402,162.18,42.541,50.871,416.18,1.064,33.828,0.053928,vapor
771.59,0.1,0.015586,64.158,37.24,43.656,162.51,42.631,50.96,417.46,1.0445,33.997,0.054306,vapor
776.59,0.1,0.015486,64.574,37.454,43.911,162.84,42.72,51.05,418.74,1.0253,34.165,0.054682,vapor
781.59,0.1,0.015387,64.99,37.668,44.167,163.16,42.809,51.138,420.02,1.0065,34.332,0.055058,vapor
786.59,0.1,0.015289,65.406,37.882,44.423,163.49,42.897,51.225,421.29,0.98799,34.499,0.055434,vapor
791.59,0.1,0.015192,65.822,38.097,44.679,163.82,42.984,51.312,422.56,0.96986,34.665,0.055808,vapor
796.59,0.1,0.015097,66.239,38.312,44.936,164.14,43.07,51.398,423.82,0.95206,34.83,0.056182,vapor
801.59,0.1,0.015003,66.655,38.528,45.193,164.46,43.155,51.483,425.09,0.93458,34.996,0.056555,vapor
