Index_within_Experiment,Time,C_X,C_N,C_L,C_x0,C_N0,F_in,C_N_in,I0
0,0,1.9,1.8,0,1.9,1.8,0.015,14,134
1,0.753768844,1.92504453,1.948036682,7.75E-05,1.9,1.8,0.015,14,134
2,1.507537688,1.949642992,2.096175461,0.00015373,1.9,1.8,0.015,14,134
3,2.261306533,1.97379025,2.244418519,0.000228639,1.9,1.8,0.015,14,134
4,3.015075377,1.997481581,2.392767929,0.000302258,1.9,1.8,0.015,14,134
5,3.768844221,2.020719732,2.54122348,0.000374605,1.9,1.8,0.015,14,134
6,4.522613065,2.043508324,2.689784684,0.000445701,1.9,1.8,0.015,14,134
7,5.27638191,2.065851277,2.838450957,0.000515564,1.9,1.8,0.015,14,134
8,6.030150754,2.087752816,2.987221613,0.000584215,1.9,1.8,0.015,14,134
9,6.783919598,2.109217462,3.136095869,0.000651674,1.9,1.8,0.015,14,134
10,7.537688442,2.13025004,3.285072842,0.00071796,1.9,1.8,0.015,14,134
11,8.291457286,2.150855673,3.434151551,0.000783094,1.9,1.8,0.015,14,134
12,9.045226131,2.171039787,3.583330915,0.000847096,1.9,1.8,0.015,14,134
13,9.798994975,2.190808107,3.732609754,0.000909987,1.9,1.8,0.015,14,134
14,10.55276382,2.21016666,3.881986789,0.000971786,1.9,1.8,0.015,14,134
15,11.30653266,2.229121774,4.031460643,0.001032515,1.9,1.8,0.015,14,134
16,12.06030151,2.247680076,4.181029838,0.001092195,1.9,1.8,0.015,14,134
17,12.81407035,2.265848494,4.330692799,0.001150845,1.9,1.8,0.015,14,134
18,13.5678392,2.283634258,4.480447851,0.001208487,1.9,1.8,0.015,14,134
19,14.32160804,2.301044898,4.63029322,0.001265142,1.9,1.8,0.015,14,134
20,15.07537688,2.318088245,4.780227033,0.001320831,1.9,1.8,0.015,14,134
21,15.82914573,2.33477243,4.930247318,0.001375575,1.9,1.8,0.015,14,134
22,16.58291457,2.351105884,5.080352003,0.001429396,1.9,1.8,0.015,14,134
23,17.33668342,2.367097342,5.23053892,0.001482315,1.9,1.8,0.015,14,134
24,18.09045226,2.382755841,5.380805797,0.001534354,1.9,1.8,0.015,14,134
25,18.84422111,2.398096565,5.531148774,0.00158555,1.9,1.8,0.015,14,134
26,19.59798995,2.41313099,5.681564997,0.001635933,1.9,1.8,0.015,14,134
27,20.35175879,2.427863825,5.832053366,0.001685515,1.9,1.8,0.015,14,134
28,21.10552764,2.442299771,5.982612784,0.001734309,1.9,1.8,0.015,14,134
29,21.85929648,2.456443525,6.13324215,0.001782326,1.9,1.8,0.015,14,134
30,22.61306533,2.470299774,6.283940363,0.001829579,1.9,1.8,0.015,14,134
31,23.36683417,2.4838732,6.43470632,0.001876079,1.9,1.8,0.015,14,134
32,24.12060302,2.497168478,6.585538919,0.001921839,1.9,1.8,0.015,14,134
33,24.87437186,2.510190275,6.736437057,0.001966871,1.9,1.8,0.015,14,134
34,25.6281407,2.522943252,6.887399627,0.002011186,1.9,1.8,0.015,14,134
35,26.38190955,2.535432064,7.038425525,0.002054796,1.9,1.8,0.015,14,134
36,27.13567839,2.547661357,7.189513644,0.002097712,1.9,1.8,0.015,14,134
37,27.88944724,2.559635771,7.340662877,0.002139948,1.9,1.8,0.015,14,134
38,28.64321608,2.571359939,7.491872114,0.002181513,1.9,1.8,0.015,14,134
39,29.39698492,2.582838488,7.643140247,0.002222421,1.9,1.8,0.015,14,134
40,30.15075377,2.594076037,7.794466165,0.002262682,1.9,1.8,0.015,14,134
41,30.90452261,2.605077199,7.945848758,0.002302307,1.9,1.8,0.015,14,134
42,31.65829146,2.615846579,8.097286912,0.002341309,1.9,1.8,0.015,14,134
43,32.4120603,2.626388775,8.248779515,0.002379698,1.9,1.8,0.015,14,134
44,33.16582915,2.63670838,8.400325453,0.002417487,1.9,1.8,0.015,14,134
45,33.91959799,2.646809978,8.55192361,0.002454685,1.9,1.8,0.015,14,134
46,34.67336683,2.656698147,8.703572872,0.002491305,1.9,1.8,0.015,14,134
47,35.42713568,2.666377459,8.855272121,0.002527358,1.9,1.8,0.015,14,134
48,36.18090452,2.675852476,9.00702024,0.002562855,1.9,1.8,0.015,14,134
49,36.93467337,2.685127758,9.15881611,0.002597806,1.9,1.8,0.015,14,134
50,37.68844221,2.694207853,9.310658611,0.002632223,1.9,1.8,0.015,14,134
51,38.44221106,2.703097306,9.462546624,0.002666116,1.9,1.8,0.015,14,134
52,39.1959799,2.711800652,9.614479026,0.002699498,1.9,1.8,0.015,14,134
53,39.94974874,2.720322421,9.766454695,0.002732378,1.9,1.8,0.015,14,134
54,40.70351759,2.728667137,9.918472509,0.002764767,1.9,1.8,0.015,14,134
55,41.45728643,2.736839314,10.07053134,0.002796676,1.9,1.8,0.015,14,134
56,42.21105528,2.744843462,10.22263007,0.002828116,1.9,1.8,0.015,14,134
57,42.96482412,2.752684082,10.37476757,0.002859098,1.9,1.8,0.015,14,134
58,43.71859296,2.76036567,10.52694271,0.002889631,1.9,1.8,0.015,14,134
59,44.47236181,2.767892714,10.67915436,0.002919727,1.9,1.8,0.015,14,134
60,45.22613065,2.775269695,10.8314014,0.002949396,1.9,1.8,0.015,14,134
61,45.9798995,2.782501087,10.9836827,0.002978649,1.9,1.8,0.015,14,134
62,46.73366834,2.789591358,11.13599712,0.003007495,1.9,1.8,0.015,14,134
63,47.48743719,2.796544968,11.28834353,0.003035945,1.9,1.8,0.015,14,134
64,48.24120603,2.80336637,11.44072081,0.00306401,1.9,1.8,0.015,14,134
65,48.99497487,2.810060013,11.59312781,0.0030917,1.9,1.8,0.015,14,134
66,49.74874372,2.816630334,11.74556341,0.003119024,1.9,1.8,0.015,14,134
67,50.50251256,2.823081768,11.89802646,0.003145993,1.9,1.8,0.015,14,134
68,51.25628141,2.82941874,12.05051584,0.003172617,1.9,1.8,0.015,14,134
69,52.01005025,2.83564567,12.2030304,0.003198906,1.9,1.8,0.015,14,134
70,52.7638191,2.841766968,12.35556901,0.003224871,1.9,1.8,0.015,14,134
71,53.51758794,2.847787042,12.50813053,0.00325052,1.9,1.8,0.015,14,134
72,54.27135678,2.853710288,12.66071382,0.003275863,1.9,1.8,0.015,14,134
73,55.02512563,2.859541099,12.81331773,0.003300911,1.9,1.8,0.015,14,134
74,55.77889447,2.865283859,12.96594113,0.003325674,1.9,1.8,0.015,14,134
75,56.53266332,2.870942946,13.11858288,0.00335016,1.9,1.8,0.015,14,134
76,57.28643216,2.876513011,13.27124459,0.003374362,1.9,1.8,0.015,14,134
77,58.04020101,2.881984004,13.42392921,0.003398261,1.9,1.8,0.015,14,134
78,58.79396985,2.88735733,13.57663641,0.003421861,1.9,1.8,0.015,14,134
79,59.54773869,2.892634441,13.72936586,0.003445166,1.9,1.8,0.015,14,134
80,60.30150754,2.897816777,13.88211722,0.00346818,1.9,1.8,0.015,14,134
81,61.05527638,2.902905773,14.03489016,0.003490907,1.9,1.8,0.015,14,134
82,61.80904523,2.907902854,14.18768434,0.003513349,1.9,1.8,0.015,14,134
83,62.56281407,2.912809439,14.34049944,0.003535512,1.9,1.8,0.015,14,134
84,63.31658291,2.917626938,14.49333512,0.003557399,1.9,1.8,0.015,14,134
85,64.07035176,2.922356753,14.64619106,0.003579013,1.9,1.8,0.015,14,134
86,64.8241206,2.927000278,14.79906693,0.003600358,1.9,1.8,0.015,14,134
87,65.57788945,2.931558902,14.9519624,0.003621438,1.9,1.8,0.015,14,134
88,66.33165829,2.936034001,15.10487717,0.003642256,1.9,1.8,0.015,14,134
89,67.08542714,2.940426948,15.25781089,0.003662816,1.9,1.8,0.015,14,134
90,67.83919598,2.944739105,15.41076327,0.003683123,1.9,1.8,0.015,14,134
91,68.59296482,2.948971828,15.56373397,0.003703178,1.9,1.8,0.015,14,134
92,69.34673367,2.953126463,15.71672268,0.003722986,1.9,1.8,0.015,14,134
93,70.10050251,2.957204351,15.86972909,0.003742551,1.9,1.8,0.015,14,134
94,70.85427136,2.961206823,16.02275289,0.003761875,1.9,1.8,0.015,14,134
95,71.6080402,2.965135202,16.17579377,0.003780963,1.9,1.8,0.015,14,134
96,72.36180905,2.968990805,16.32885141,0.003799817,1.9,1.8,0.015,14,134
97,73.11557789,2.97277494,16.48192552,0.003818442,1.9,1.8,0.015,14,134
98,73.86934673,2.976488906,16.63501577,0.003836841,1.9,1.8,0.015,14,134
99,74.62311558,2.980133996,16.78812188,0.003855017,1.9,1.8,0.015,14,134
100,75.37688442,2.983711494,16.94124354,0.003872973,1.9,1.8,0.015,14,134
101,76.13065327,2.987222677,17.09438044,0.003890714,1.9,1.8,0.015,14,134
102,76.88442211,2.990668814,17.2475323,0.003908241,1.9,1.8,0.015,14,134
103,77.63819095,2.994051165,17.40069881,0.00392556,1.9,1.8,0.015,14,134
104,78.3919598,2.997370984,17.55387967,0.003942672,1.9,1.8,0.015,14,134
105,79.14572864,3.000629515,17.7070746,0.003959582,1.9,1.8,0.015,14,134
106,79.89949749,3.003827995,17.8602833,0.003976292,1.9,1.8,0.015,14,134
107,80.65326633,3.006967654,18.01350547,0.003992807,1.9,1.8,0.015,14,134
108,81.40703518,3.010049714,18.16674085,0.004009128,1.9,1.8,0.015,14,134
109,82.16080402,3.013075388,18.31998912,0.00402526,1.9,1.8,0.015,14,134
110,82.91457286,3.016045881,18.47325002,0.004041205,1.9,1.8,0.015,14,134
111,83.66834171,3.018962392,18.62652325,0.004056967,1.9,1.8,0.015,14,134
112,84.42211055,3.021826111,18.77980854,0.004072548,1.9,1.8,0.015,14,134
113,85.1758794,3.024638219,18.9331056,0.004087953,1.9,1.8,0.015,14,134
114,85.92964824,3.027399892,19.08641416,0.004103184,1.9,1.8,0.015,14,134
115,86.68341709,3.030112295,19.23973393,0.004118244,1.9,1.8,0.015,14,134
116,87.43718593,3.032776586,19.39306465,0.004133137,1.9,1.8,0.015,14,134
117,88.19095477,3.035393918,19.54640604,0.004147865,1.9,1.8,0.015,14,134
118,88.94472362,3.037965432,19.69975783,0.004162431,1.9,1.8,0.015,14,134
119,89.69849246,3.040492263,19.85311974,0.004176839,1.9,1.8,0.015,14,134
120,90.45226131,3.042975539,20.00649151,0.004191092,1.9,1.8,0.015,14,134
121,91.20603015,3.045416379,20.15987288,0.004205191,1.9,1.8,0.015,14,134
122,91.95979899,3.047815894,20.31326358,0.004219142,1.9,1.8,0.015,14,134
123,92.71356784,3.050175187,20.46666333,0.004232945,1.9,1.8,0.015,14,134
124,93.46733668,3.052495354,20.62007189,0.004246605,1.9,1.8,0.015,14,134
125,94.22110553,3.054777483,20.773489,0.004260124,1.9,1.8,0.015,14,134
126,94.97487437,3.057022654,20.92691439,0.004273506,1.9,1.8,0.015,14,134
127,95.72864322,3.059231939,21.0803478,0.004286752,1.9,1.8,0.015,14,134
128,96.48241206,3.061406402,21.23378899,0.004299866,1.9,1.8,0.015,14,134
129,97.2361809,3.063547099,21.38723769,0.004312851,1.9,1.8,0.015,14,134
130,97.98994975,3.065655078,21.54069367,0.004325709,1.9,1.8,0.015,14,134
131,98.74371859,3.067731381,21.69415666,0.004338444,1.9,1.8,0.015,14,134
132,99.49748744,3.069776724,21.8476265,0.004351056,1.9,1.8,0.015,14,134
133,100.2512563,3.071789531,22.00110366,0.004363545,1.9,1.8,0.015,14,134
134,101.0050251,3.073769728,22.15458816,0.00437591,1.9,1.8,0.015,14,134
135,101.758794,3.075717702,22.30807993,0.004388151,1.9,1.8,0.015,14,134
136,102.5125628,3.077633836,22.46157887,0.004400272,1.9,1.8,0.015,14,134
137,103.2663317,3.079518515,22.6150849,0.004412271,1.9,1.8,0.015,14,134
138,104.0201005,3.081372125,22.76859793,0.004424152,1.9,1.8,0.015,14,134
139,104.7738693,3.083195046,22.92211788,0.004435915,1.9,1.8,0.015,14,134
140,105.5276382,3.084987663,23.07564466,0.00444756,1.9,1.8,0.015,14,134
141,106.281407,3.086750358,23.22917818,0.004459091,1.9,1.8,0.015,14,134
142,107.0351759,3.088483511,23.38271836,0.004470506,1.9,1.8,0.015,14,134
143,107.7889447,3.090187504,23.53626512,0.004481809,1.9,1.8,0.015,14,134
144,108.5427136,3.091862717,23.68981836,0.004492999,1.9,1.8,0.015,14,134
145,109.2964824,3.093509529,23.843378,0.004504079,1.9,1.8,0.015,14,134
146,110.0502513,3.09512832,23.99694396,0.004515048,1.9,1.8,0.015,14,134
147,110.8040201,3.096719468,24.15051615,0.00452591,1.9,1.8,0.015,14,134
148,111.5577889,3.09828335,24.30409448,0.004536663,1.9,1.8,0.015,14,134
149,112.3115578,3.099820344,24.45767887,0.004547311,1.9,1.8,0.015,14,134
150,113.0653266,3.101330827,24.61126924,0.004557853,1.9,1.8,0.015,14,134
151,113.8190955,3.102815173,24.7648655,0.004568292,1.9,1.8,0.015,14,134
152,114.5728643,3.10427376,24.91846756,0.004578628,1.9,1.8,0.015,14,134
153,115.3266332,3.105706961,25.07207535,0.004588863,1.9,1.8,0.015,14,134
154,116.080402,3.10711515,25.22568876,0.004598997,1.9,1.8,0.015,14,134
155,116.8341709,3.108498701,25.37930773,0.004609031,1.9,1.8,0.015,14,134
156,117.5879397,3.109857987,25.53293216,0.004618968,1.9,1.8,0.015,14,134
157,118.3417085,3.111193381,25.68656198,0.004628808,1.9,1.8,0.015,14,134
158,119.0954774,3.112505253,25.84019709,0.004638552,1.9,1.8,0.015,14,134
159,119.8492462,3.113793975,25.99383742,0.004648201,1.9,1.8,0.015,14,134
160,120.6030151,3.115059917,26.14748287,0.004657757,1.9,1.8,0.015,14,134
161,121.3567839,3.11630345,26.30113337,0.004667221,1.9,1.8,0.015,14,134
162,122.1105528,3.117524942,26.45478883,0.004676593,1.9,1.8,0.015,14,134
163,122.8643216,3.118724763,26.60844917,0.004685876,1.9,1.8,0.015,14,134
164,123.6180905,3.119903279,26.7621143,0.004695069,1.9,1.8,0.015,14,134
165,124.3718593,3.121060859,26.91578414,0.004704175,1.9,1.8,0.015,14,134
166,125.1256281,3.122197869,27.0694586,0.004713194,1.9,1.8,0.015,14,134
167,125.879397,3.123314676,27.22313761,0.004722128,1.9,1.8,0.015,14,134
168,126.6331658,3.124411645,27.37682108,0.004730977,1.9,1.8,0.015,14,134
169,127.3869347,3.125489141,27.53050892,0.004739743,1.9,1.8,0.015,14,134
170,128.1407035,3.126547528,27.68420106,0.004748427,1.9,1.8,0.015,14,134
171,128.8944724,3.12758717,27.8378974,0.00475703,1.9,1.8,0.015,14,134
172,129.6482412,3.128608431,27.99159788,0.004765553,1.9,1.8,0.015,14,134
173,130.4020101,3.129611673,28.14530239,0.004773998,1.9,1.8,0.015,14,134
174,131.1557789,3.130597257,28.29901087,0.004782364,1.9,1.8,0.015,14,134
175,131.9095477,3.131565545,28.45272323,0.004790655,1.9,1.8,0.015,14,134
176,132.6633166,3.132516898,28.60643938,0.00479887,1.9,1.8,0.015,14,134
177,133.4170854,3.133451676,28.76015925,0.00480701,1.9,1.8,0.015,14,134
178,134.1708543,3.134370239,28.91388274,0.004815078,1.9,1.8,0.015,14,134
179,134.9246231,3.135272944,29.06760979,0.004823073,1.9,1.8,0.015,14,134
180,135.678392,3.136160151,29.2213403,0.004830998,1.9,1.8,0.015,14,134
181,136.4321608,3.137032217,29.3750742,0.004838852,1.9,1.8,0.015,14,134
182,137.1859296,3.137889499,29.5288114,0.004846638,1.9,1.8,0.015,14,134
183,137.9396985,3.138732354,29.68255182,0.004854357,1.9,1.8,0.015,14,134
184,138.6934673,3.139561137,29.83629538,0.004862008,1.9,1.8,0.015,14,134
185,139.4472362,3.140376203,29.99004199,0.004869595,1.9,1.8,0.015,14,134
186,140.201005,3.141177908,30.14379158,0.004877117,1.9,1.8,0.015,14,134
187,140.9547739,3.141966605,30.29754407,0.004884576,1.9,1.8,0.015,14,134
188,141.7085427,3.142742647,30.45129937,0.004891972,1.9,1.8,0.015,14,134
189,142.4623116,3.143506388,30.6050574,0.004899308,1.9,1.8,0.015,14,134
190,143.2160804,3.144258179,30.75881808,0.004906583,1.9,1.8,0.015,14,134
191,143.9698492,3.144998372,30.91258133,0.0049138,1.9,1.8,0.015,14,134
192,144.7236181,3.145727318,31.06634707,0.004920959,1.9,1.8,0.015,14,134
193,145.4773869,3.146445368,31.22011522,0.004928061,1.9,1.8,0.015,14,134
194,146.2311558,3.14715287,31.37388569,0.004935108,1.9,1.8,0.015,14,134
195,146.9849246,3.147850175,31.52765841,0.004942099,1.9,1.8,0.015,14,134
196,147.7386935,3.14853763,31.68143329,0.004949038,1.9,1.8,0.015,14,134
197,148.4924623,3.149215583,31.83521026,0.004955924,1.9,1.8,0.015,14,134
198,149.2462312,3.149884383,31.98898923,0.004962758,1.9,1.8,0.015,14,134
199,150,3.150544374,32.14277013,0.004969543,1.9,1.8,0.015,14,134
0,0,1.8,0.2,0,1.8,0.2,0.01,12,121
1,0.753768844,1.821082201,0.281545635,7.21E-05,1.8,0.2,0.01,12,121
2,1.507537688,1.842659711,0.362910964,0.000143988,1.8,0.2,0.01,12,121
3,2.261306533,1.864340517,0.444215088,0.000215153,1.8,0.2,0.01,12,121
4,3.015075377,1.885981601,0.525501662,0.000285516,1.8,0.2,0.01,12,121
5,3.768844221,1.907512772,0.606792278,0.000355018,1.8,0.2,0.01,12,121
6,4.522613065,1.928872933,0.688105794,0.000423613,1.8,0.2,0.01,12,121
7,5.27638191,1.950010072,0.769458336,0.000491262,1.8,0.2,0.01,12,121
8,6.030150754,1.970881269,0.850863299,0.000557935,1.8,0.2,0.01,12,121
9,6.783919598,1.991452695,0.932331345,0.000623611,1.8,0.2,0.01,12,121
10,7.537688442,2.011699608,1.013870401,0.000688278,1.8,0.2,0.01,12,121
11,8.291457286,2.031606359,1.095485664,0.000751934,1.8,0.2,0.01,12,121
12,9.045226131,2.051166387,1.177179598,0.000814583,1.8,0.2,0.01,12,121
13,9.798994975,2.07038222,1.258951935,0.000876241,1.8,0.2,0.01,12,121
14,10.55276382,2.089265477,1.340799673,0.000936931,1.8,0.2,0.01,12,121
15,11.30653266,2.107824805,1.422720725,0.000996676,1.8,0.2,0.01,12,121
16,12.06030151,2.126045154,1.50472013,0.001055474,1.8,0.2,0.01,12,121
17,12.81407035,2.143929667,1.586797368,0.001113337,1.8,0.2,0.01,12,121
18,13.5678392,2.161482693,1.66895155,0.001170283,1.8,0.2,0.01,12,121
19,14.32160804,2.178708611,1.751181773,0.001226325,1.8,0.2,0.01,12,121
20,15.07537688,2.195611834,1.833487116,0.001281478,1.8,0.2,0.01,12,121
21,15.82914573,2.212196807,1.915866648,0.001335757,1.8,0.2,0.01,12,121
22,16.58291457,2.228468007,1.998319419,0.001389177,1.8,0.2,0.01,12,121
23,17.33668342,2.244429941,2.080844466,0.001441751,1.8,0.2,0.01,12,121
24,18.09045226,2.26008715,2.163440811,0.001493496,1.8,0.2,0.01,12,121
25,18.84422111,2.275444208,2.246107462,0.001544424,1.8,0.2,0.01,12,121
26,19.59798995,2.290505718,2.328843411,0.001594549,1.8,0.2,0.01,12,121
27,20.35175879,2.305276317,2.411647635,0.001643887,1.8,0.2,0.01,12,121
28,21.10552764,2.319760674,2.494519097,0.001692451,1.8,0.2,0.01,12,121
29,21.85929648,2.333963489,2.577456745,0.001740254,1.8,0.2,0.01,12,121
30,22.61306533,2.347889495,2.660459514,0.001787311,1.8,0.2,0.01,12,121
31,23.36683417,2.361543457,2.74352632,0.001833634,1.8,0.2,0.01,12,121
32,24.12060302,2.374930171,2.826656068,0.001879239,1.8,0.2,0.01,12,121
33,24.87437186,2.388054465,2.909847646,0.001924137,1.8,0.2,0.01,12,121
34,25.6281407,2.400921201,2.993099929,0.001968342,1.8,0.2,0.01,12,121
35,26.38190955,2.413535272,3.076411777,0.002011868,1.8,0.2,0.01,12,121
36,27.13567839,2.425901601,3.159782032,0.002054728,1.8,0.2,0.01,12,121
37,27.88944724,2.438025146,3.243209526,0.002096934,1.8,0.2,0.01,12,121
38,28.64321608,2.449910895,3.326693073,0.002138499,1.8,0.2,0.01,12,121
39,29.39698492,2.461563869,3.410231473,0.002179436,1.8,0.2,0.01,12,121
40,30.15075377,2.472989121,3.493823511,0.002219759,1.8,0.2,0.01,12,121
41,30.90452261,2.484191736,3.577467959,0.002259478,1.8,0.2,0.01,12,121
42,31.65829146,2.49517683,3.661163571,0.002298607,1.8,0.2,0.01,12,121
43,32.4120603,2.505949551,3.744909089,0.002337158,1.8,0.2,0.01,12,121
44,33.16582915,2.516515082,3.828703239,0.002375144,1.8,0.2,0.01,12,121
45,33.91959799,2.526878634,3.912544732,0.002412575,1.8,0.2,0.01,12,121
46,34.67336683,2.537045453,3.996432265,0.002449465,1.8,0.2,0.01,12,121
47,35.42713568,2.547020815,4.08036452,0.002485826,1.8,0.2,0.01,12,121
48,36.18090452,2.556810029,4.164340163,0.002521668,1.8,0.2,0.01,12,121
49,36.93467337,2.566419291,4.248357664,0.002557007,1.8,0.2,0.01,12,121
50,37.68844221,2.575854602,4.332415616,0.00259186,1.8,0.2,0.01,12,121
51,38.44221106,2.585118577,4.416513415,0.002626232,1.8,0.2,0.01,12,121
52,39.1959799,2.594213699,4.50065049,0.002660131,1.8,0.2,0.01,12,121
53,39.94974874,2.603142443,4.584826269,0.002693564,1.8,0.2,0.01,12,121
54,40.70351759,2.611907273,4.669040182,0.002726535,1.8,0.2,0.01,12,121
55,41.45728643,2.620510648,4.75329166,0.002759052,1.8,0.2,0.01,12,121
56,42.21105528,2.628955017,4.837580135,0.002791121,1.8,0.2,0.01,12,121
57,42.96482412,2.637242821,4.92190504,0.002822748,1.8,0.2,0.01,12,121
58,43.71859296,2.645376493,5.006265811,0.002853939,1.8,0.2,0.01,12,121
59,44.47236181,2.653358457,5.090661882,0.0028847,1.8,0.2,0.01,12,121
60,45.22613065,2.661191131,5.175092691,0.002915038,1.8,0.2,0.01,12,121
61,45.9798995,2.668876922,5.259557676,0.002944959,1.8,0.2,0.01,12,121
62,46.73366834,2.676418231,5.344056275,0.002974469,1.8,0.2,0.01,12,121
63,47.48743719,2.683817448,5.42858793,0.003003573,1.8,0.2,0.01,12,121
64,48.24120603,2.691076959,5.51315208,0.003032279,1.8,0.2,0.01,12,121
65,48.99497487,2.698199138,5.597748171,0.003060591,1.8,0.2,0.01,12,121
66,49.74874372,2.705186352,5.682375644,0.003088516,1.8,0.2,0.01,12,121
67,50.50251256,2.712040961,5.767033945,0.00311606,1.8,0.2,0.01,12,121
68,51.25628141,2.718765314,5.851722521,0.003143229,1.8,0.2,0.01,12,121
69,52.01005025,2.725361754,5.936440818,0.003170028,1.8,0.2,0.01,12,121
70,52.7638191,2.731832616,6.021188285,0.003196464,1.8,0.2,0.01,12,121
71,53.51758794,2.738180226,6.105964373,0.003222542,1.8,0.2,0.01,12,121
72,54.27135678,2.7444069,6.19076853,0.003248269,1.8,0.2,0.01,12,121
73,55.02512563,2.75051495,6.275600211,0.003273649,1.8,0.2,0.01,12,121
74,55.77889447,2.756506676,6.360458867,0.00329869,1.8,0.2,0.01,12,121
75,56.53266332,2.76238437,6.445343953,0.003323395,1.8,0.2,0.01,12,121
76,57.28643216,2.768150319,6.530254925,0.003347772,1.8,0.2,0.01,12,121
77,58.04020101,2.773806799,6.615191239,0.003371826,1.8,0.2,0.01,12,121
78,58.79396985,2.779356078,6.700152353,0.003395562,1.8,0.2,0.01,12,121
79,59.54773869,2.784800416,6.785137727,0.003418987,1.8,0.2,0.01,12,121
80,60.30150754,2.790142065,6.870146819,0.003442105,1.8,0.2,0.01,12,121
81,61.05527638,2.795383269,6.955179093,0.003464923,1.8,0.2,0.01,12,121
82,61.80904523,2.800526264,7.040234009,0.003487445,1.8,0.2,0.01,12,121
83,62.56281407,2.805573276,7.125311032,0.003509678,1.8,0.2,0.01,12,121
84,63.31658291,2.810526525,7.210409627,0.003531626,1.8,0.2,0.01,12,121
85,64.07035176,2.815388222,7.295529259,0.003553296,1.8,0.2,0.01,12,121
86,64.8241206,2.820160569,7.380669396,0.003574693,1.8,0.2,0.01,12,121
87,65.57788945,2.824845761,7.465829507,0.003595821,1.8,0.2,0.01,12,121
88,66.33165829,2.829445983,7.551009059,0.003616687,1.8,0.2,0.01,12,121
89,67.08542714,2.833963414,7.636207526,0.003637296,1.8,0.2,0.01,12,121
90,67.83919598,2.838400223,7.721424377,0.003657653,1.8,0.2,0.01,12,121
91,68.59296482,2.842758573,7.806659086,0.003677764,1.8,0.2,0.01,12,121
92,69.34673367,2.847040615,7.891911127,0.003697633,1.8,0.2,0.01,12,121
93,70.10050251,2.851248495,7.977179976,0.003717266,1.8,0.2,0.01,12,121
94,70.85427136,2.85538435,8.06246511,0.003736668,1.8,0.2,0.01,12,121
95,71.6080402,2.859450309,8.147766004,0.003755844,1.8,0.2,0.01,12,121
96,72.36180905,2.863448492,8.23308214,0.0037748,1.8,0.2,0.01,12,121
97,73.11557789,2.86738101,8.318412996,0.003793541,1.8,0.2,0.01,12,121
98,73.86934673,2.871249968,8.403758053,0.003812071,1.8,0.2,0.01,12,121
99,74.62311558,2.875057462,8.489116795,0.003830396,1.8,0.2,0.01,12,121
100,75.37688442,2.878805578,8.574488704,0.00384852,1.8,0.2,0.01,12,121
101,76.13065327,2.882496397,8.659873265,0.003866449,1.8,0.2,0.01,12,121
102,76.88442211,2.886131988,8.745269964,0.003884188,1.8,0.2,0.01,12,121
103,77.63819095,2.889714416,8.830678289,0.003901742,1.8,0.2,0.01,12,121
104,78.3919598,2.893245734,8.916097726,0.003919115,1.8,0.2,0.01,12,121
105,79.14572864,2.896727463,9.001527912,0.003936312,1.8,0.2,0.01,12,121
106,79.89949749,2.900154786,9.086970246,0.003953324,1.8,0.2,0.01,12,121
107,80.65326633,2.903526558,9.172425085,0.003970151,1.8,0.2,0.01,12,121
108,81.40703518,2.906843443,9.257892282,0.003986793,1.8,0.2,0.01,12,121
109,82.16080402,2.910106107,9.343371686,0.004003252,1.8,0.2,0.01,12,121
110,82.91457286,2.913315215,9.428863151,0.004019532,1.8,0.2,0.01,12,121
111,83.66834171,2.916471427,9.514366526,0.004035633,1.8,0.2,0.01,12,121
112,84.42211055,2.919575407,9.599881664,0.004051557,1.8,0.2,0.01,12,121
113,85.1758794,2.922627814,9.685408417,0.004067307,1.8,0.2,0.01,12,121
114,85.92964824,2.925629308,9.770946637,0.004082884,1.8,0.2,0.01,12,121
115,86.68341709,2.928580547,9.856496175,0.00409829,1.8,0.2,0.01,12,121
116,87.43718593,2.931482188,9.942056883,0.004113527,1.8,0.2,0.01,12,121
117,88.19095477,2.934334888,10.02762862,0.004128597,1.8,0.2,0.01,12,121
118,88.94472362,2.937139302,10.11321122,0.004143502,1.8,0.2,0.01,12,121
119,89.69849246,2.939896082,10.19880456,0.004158243,1.8,0.2,0.01,12,121
120,90.45226131,2.942605883,10.28440848,0.004172823,1.8,0.2,0.01,12,121
121,91.20603015,2.945269355,10.37002283,0.004187243,1.8,0.2,0.01,12,121
122,91.95979899,2.947887149,10.45564747,0.004201506,1.8,0.2,0.01,12,121
123,92.71356784,2.950459914,10.54128224,0.004215613,1.8,0.2,0.01,12,121
124,93.46733668,2.9529883,10.62692701,0.004229565,1.8,0.2,0.01,12,121
125,94.22110553,2.955472952,10.71258163,0.004243366,1.8,0.2,0.01,12,121
126,94.97487437,2.957914517,10.79824595,0.004257016,1.8,0.2,0.01,12,121
127,95.72864322,2.96031364,10.88391983,0.004270517,1.8,0.2,0.01,12,121
128,96.48241206,2.962670966,10.96960311,0.004283872,1.8,0.2,0.01,12,121
129,97.2361809,2.964987135,11.05529565,0.004297082,1.8,0.2,0.01,12,121
130,97.98994975,2.967262791,11.14099731,0.00431015,1.8,0.2,0.01,12,121
131,98.74371859,2.969498574,11.22670794,0.004323075,1.8,0.2,0.01,12,121
132,99.49748744,2.971695123,11.3124274,0.004335862,1.8,0.2,0.01,12,121
