t,theta,omega
11.971971971971971,-0.14120807172097474,1.104720476664236
11.991991991991991,-0.06444035827114153,1.1041916174854494
12.012012012012011,-0.09804254399611233,1.117290441666963
12.032032032032031,-0.04061150776241362,1.1261729579163156
12.052052052052051,-0.039431998263520784,1.1154915957014107
12.072072072072071,-0.018061563315323444,1.1116883026895366
12.092092092092091,0.06442526755808212,1.1350787884659423
12.112112112112111,0.059127692365236136,1.1187446475780498
12.132132132132131,0.06025669515685902,1.113200854227962
12.152152152152151,0.03349935666049644,1.098406551755941
12.172172172172171,0.07284420782476125,1.0790162983632599
12.192192192192191,0.107628840234329,1.1481085283138417
12.212212212212211,0.15307417010179875,1.1445725048234665
12.232232232232231,0.18454795854185513,1.1311211558795378
12.252252252252251,0.18060547932475818,1.1222176300324667
12.272272272272271,0.23541373533424043,1.0960375023800222
12.292292292292291,0.25415850105093796,1.1142929353252395
12.312312312312311,0.25400846524204534,1.075483484923981
12.332332332332332,0.2632438088514688,1.0942139723744029
12.352352352352352,0.31528000977787674,1.070758411233812
12.372372372372372,0.3309631785278918,1.091729837935386
12.392392392392392,0.36435691383195135,1.1046573247722364
12.412412412412412,0.3989561693356227,1.0464906173997965
12.432432432432432,0.42836552881484935,1.0483956572589186
12.452452452452452,0.436714405170177,1.0524818617988394
12.472472472472472,0.4285352174105725,1.006689762879228
12.492492492492492,0.45413863448969966,1.0029988892608515
12.512512512512512,0.49753057950241736,1.0554934141564616
12.532532532532532,0.4826766206217156,1.0218032032988833
12.552552552552552,0.5043456007437556,0.9934427831912307
12.572572572572572,0.5543831777076134,0.9951402692041025
12.592592592592592,0.5935204239378636,0.9758223610353277
12.612612612612612,0.5983359138892802,0.97663635298562
12.632632632632632,0.6136673898446027,0.9546388896522403
12.652652652652652,0.6159377438604913,0.9498467910725896
12.672672672672672,0.619153005692232,0.9536618559533361
12.692692692692692,0.6675863403097413,0.940251526083631
12.712712712712712,0.7037838804958307,0.9450323513306123
12.732732732732732,0.6837590475337012,0.9108844394459398
12.752752752752752,0.6967438012440487,0.8909894667885849
12.772772772772772,0.7149176955487708,0.9097518733327067
12.792792792792792,0.7516171719374305,0.8595552295268327
12.812812812812812,0.7853745802848874,0.8068141607938916
12.832832832832834,0.7381026134926997,0.8522072463224988
12.852852852852854,0.7961950890076229,0.8271247285174773
12.872872872872874,0.784772752444287,0.8072456993047854
12.892892892892894,0.8673951763331119,0.8095660221742919
12.912912912912914,0.846448406623807,0.7694574539980467
12.932932932932934,0.8505928488710652,0.7206035846173285
12.952952952952954,0.8787638089579819,0.7648462807725381
12.972972972972974,0.856918046307351,0.7192648728400107
12.992992992992994,0.8797895303191257,0.6975576258918741
13.013013013013014,0.9182021684399705,0.6593700976079344
13.033033033033034,0.9432934876898135,0.7001578542301028
