Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
280.49,0.01,0.0042936,232.9,25.96,28.289,137.99,26.867,35.251,423.32,36.44,9.4878,0.023099,vapor
285.49,0.01,0.004218,237.08,26.094,28.465,138.61,26.984,35.362,426.86,33.915,9.6629,0.023613,vapor
290.49,0.01,0.0041451,241.25,26.23,28.642,139.23,27.105,35.478,430.35,31.638,9.8394,0.024135,vapor
295.49,0.01,0.0040746,245.42,26.366,28.82,139.83,27.231,35.599,433.81,29.582,10.017,0.024665,vapor
300.49,0.01,0.0040065,249.59,26.502,28.998,140.43,27.36,35.724,437.23,27.72,10.196,0.025202,vapor
305.49,0.01,0.0039407,253.76,26.64,29.177,141.02,27.492,35.853,440.6,26.032,10.376,0.025747,vapor
310.49,0.01,0.003877,257.93,26.778,29.357,141.6,27.628,35.985,443.94,24.498,10.558,0.026299,vapor
315.49,0.01,0.0038154,262.1,26.916,29.537,142.18,27.767,36.121,447.25,23.101,10.74,0.026858,vapor
320.49,0.01,0.0037557,266.26,27.055,29.718,142.75,27.909,36.26,450.52,21.825,10.923,0.027424,vapor
325.49,0.01,0.0036978,270.43,27.195,29.9,143.31,28.053,36.401,453.76,20.657,11.107,0.027998,vapor
330.49,0.01,0.0036417,274.59,27.336,30.082,143.87,28.199,36.545,456.96,19.586,11.292,0.028578,vapor
