Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
310.52,0.1,0.039283,25.456,26.184,28.73,128.61,67.748,76.581,253.63,15.1,8.4552,0.019692,vapor
315.52,0.1,0.038633,25.884,26.527,29.115,129.84,68.721,77.527,255.6,14.389,8.5889,0.020263,vapor
320.52,0.1,0.038006,26.312,26.874,29.505,131.07,69.699,78.48,257.54,13.722,8.7223,0.020841,vapor
325.52,0.1,0.037399,26.739,27.226,29.9,132.29,70.681,79.439,259.46,13.099,8.8554,0.021426,vapor
330.52,0.1,0.036812,27.165,27.583,30.3,133.51,71.666,80.403,261.37,12.514,8.9881,0.022018,vapor
335.52,0.1,0.036243,27.591,27.945,30.704,134.72,72.654,81.371,263.26,11.965,9.1205,0.022618,vapor
340.52,0.1,0.035693,28.017,28.312,31.113,135.93,73.644,82.342,265.13,11.449,9.2525,0.023225,vapor
345.52,0.1,0.03516,28.442,28.683,31.528,137.14,74.636,83.316,266.98,10.965,9.3842,0.023839,vapor
350.52,0.1,0.034643,28.866,29.06,31.947,138.34,75.629,84.293,268.82,10.509,9.5155,0.02446,vapor
355.52,0.1,0.034141,29.29,29.441,32.37,139.54,76.621,85.271,270.64,10.08,9.6465,0.025088,vapor
360.52,0.1,0.033654,29.714,29.828,32.799,140.74,77.614,86.249,272.44,9.6756,9.7771,0.025724,vapor
365.52,0.1,0.033181,30.138,30.219,33.233,141.94,78.606,87.228,274.24,9.2944,9.9074,0.026367,vapor
